Date,Open,High,Low,Close,Adj Close,Volume
2021-01-20,0.294219,0.308621,0.281986,0.296518,0.296518,4528341598
2021-01-21,0.296466,0.306218,0.263124,0.268946,0.268946,4453463443
2021-01-22,0.268776,0.277843,0.244917,0.272799,0.272799,4501765714
2021-01-23,0.272611,0.282623,0.266979,0.271821,0.271821,3018882841
2021-01-24,0.271840,0.277425,0.270216,0.273509,0.273509,2472431875
2021-01-25,0.273473,0.282417,0.268800,0.269089,0.269089,2925493997
2021-01-26,0.269049,0.271104,0.259708,0.268827,0.268827,2790821503
2021-01-27,0.268856,0.268972,0.245532,0.251943,0.251943,2940937079
2021-01-28,0.251915,0.269009,0.248786,0.264122,0.264122,2793379611
2021-01-29,0.270530,0.310194,0.260488,0.282188,0.282188,8031899348
2021-01-30,0.282152,0.489346,0.279825,0.440244,0.440244,24417465997
2021-01-31,0.437832,0.499702,0.389498,0.492314,0.492314,24394851756
2021-02-01,0.492512,0.744821,0.360693,0.371509,0.371509,34974233953
2021-02-02,0.370520,0.404264,0.344269,0.369270,0.369270,12756138062
2021-02-03,0.369364,0.408062,0.369364,0.393490,0.393490,8672301822
2021-02-04,0.393411,0.472306,0.379181,0.446449,0.446449,13193400182
2021-02-05,0.445325,0.464705,0.425102,0.450047,0.450047,10229060640
2021-02-06,0.450157,0.452282,0.426710,0.439096,0.439096,7625571666
2021-02-07,0.439128,0.445519,0.398767,0.417958,0.417958,7495069765
2021-02-08,0.417766,0.459916,0.412719,0.447702,0.447702,8180714581
2021-02-09,0.447659,0.485191,0.447570,0.471991,0.471991,9634769935
2021-02-10,0.471919,0.534105,0.465990,0.503445,0.503445,13793347172
2021-02-11,0.503053,0.527617,0.501136,0.524787,0.524787,8979459920
2021-02-12,0.524627,0.612630,0.518265,0.608592,0.608592,13950086407
2021-02-13,0.608105,0.637035,0.549918,0.628996,0.628996,14161115005
2021-02-14,0.628450,0.632386,0.567155,0.594193,0.594193,10460949240
2021-02-15,0.593453,0.600052,0.521564,0.548915,0.548915,10563510365
2021-02-16,0.548595,0.577315,0.490038,0.520846,0.520846,10310430732
2021-02-17,0.520798,0.554361,0.497116,0.535537,0.535537,9332962077
2021-02-18,0.535098,0.558641,0.523872,0.532433,0.532433,5621706995
2021-02-19,0.532570,0.579084,0.520655,0.567019,0.567019,6896487164
2021-02-20,0.566883,0.582424,0.482440,0.517512,0.517512,7892199926
2021-02-21,0.516879,0.558367,0.508464,0.548560,0.548560,6569716153
